Time,UK PV 10:00 DAH Forecast(MW),UK Wind 10:00 DAH Forecast(MW),UK Demand 10:00 DAH Forecast(MW),UK - PowerDemand - Observation - Total - Hourly - MW - RealData (MW),UK Wind 15:00 DAH Forecast(MW),UK PV 15:00 DAH Forecast(MW),UK Demand 15:00 DAH Forecast(MW),UK - PowerDemand - Normal - Total - Hourly - MW - Normal (MW),Elexon Estimated Imbalance Price  (3) (£/MWh),EPEX UK DayAhead Hourly Price (1) (£/MWh)
10/10/2020 20:30,0,,,32879,,0,,,68,
10/10/2020 21:00,0,8357,31239,31648,8299,0,31262,30835,65.8,56.8
10/10/2020 21:30,0,,,30604,,0,,,65.8,
10/10/2020 22:00,0,8029,28814,29472,7960,0,29010,28572,58.5,47.1
10/10/2020 22:30,0,,,28240,,0,,,58.5,
10/10/2020 23:00,0,7843,26026,26775,7742,0,26047,25432,58.3,40.9
10/10/2020 23:30,0,,,25253,,0,,,58,
10/11/2020 0:00,0,7814,23250,23777,7666,0,23271,22810,57.7,50.3
10/11/2020 0:30,0,,,22561,,0,,,28.4,
10/11/2020 1:00,0,8027,21496,21510,8142,0,21498,20849,24.7,37
10/11/2020 1:30,0,,,21026,,0,,,24.7,
10/11/2020 2:00,0,8143,21230,20733,8340,0,21227,20291,24,36.5
10/11/2020 2:30,0,,,20990,,0,,,57,
10/11/2020 3:00,0,8347,20761,20759,8432,0,20755,19445,57.3,32
10/11/2020 3:30,0,,,20348,,0,,,57,
10/11/2020 4:00,0,8507,20255,19793,8473,0,20248,18898,21.4,25
10/11/2020 4:30,0,,,19599,,0,,,21.3,
10/11/2020 5:00,0,8497,19981,19347,8483,0,19975,18529,21.8,24.3
10/11/2020 5:30,0,,,19179,,0,,,20.4,
10/11/2020 6:00,0,8312,20172,19354,8348,0,20166,18974,22.6,26.4
10/11/2020 6:30,0,,,19581,,0,,,22.8,
10/11/2020 7:00,0,8002,21448,20538,8082,0,21442,20582,25.6,36
10/11/2020 7:30,0,,,21439,,0,,,26.5,
10/11/2020 8:00,45,7743,23719,22605,7791,45,23715,22536,57,32
10/11/2020 8:30,216,,,23699,,215,,,57,
10/11/2020 9:00,704,7479,25441,24943,7409,708,25606,24537,36.9,42.7
10/11/2020 9:30,1504,,,25705,,1519,,,36.5,
10/11/2020 10:00,2362,7060,26678,26319,6992,2378,26466,25504,40.3,45.8
10/11/2020 10:30,3243,,,26328,,3249,,,41.4,
10/11/2020 11:00,3959,6698,26982,26319,6705,3955,26611,26302,35.1,46
10/11/2020 11:30,4496,,,26231,,4483,,,36.7,
10/11/2020 12:00,4922,6429,27179,26218,6404,4897,26484,26680,31.7,41.4
10/11/2020 12:30,5232,,,26452,,5195,,,57,
10/11/2020 13:00,5327,6119,27107,27290,5990,5289,26615,26644,57,50
10/11/2020 13:30,5260,,,27271,,5257,,,57,
10/11/2020 14:00,5054,5830,26889,27358,5598,5068,26495,26372,57,46.9
10/11/2020 14:30,4735,,,27311,,4753,,,57,
10/11/2020 15:00,4323,5662,26523,27293,5402,4335,26504,26461,8.05,45.9
10/11/2020 15:30,3821,,,27354,,3819,,,10,
10/11/2020 16:00,3238,5562,27504,28028,5349,3235,27529,26788,27,40.4
10/11/2020 16:30,2583,,,29014,,2591,,,57,
10/11/2020 17:00,1954,5369,29869,30328,5178,1960,29864,29535,57,48
10/11/2020 17:30,1359,,,32111,,1352,,,27,
10/11/2020 18:00,792,5080,32888,33863,4904,782,32883,31638,65,55.9
10/11/2020 18:30,271,,,34714,,270,,,66,
10/11/2020 19:00,14,4796,35254,35339,4634,16,35249,32251,66,71.9
10/11/2020 19:30,0,,,35599,,0,,,66,
10/11/2020 20:00,0,4477,34718,35331,4333,0,34714,32550,66,70
10/11/2020 20:30,0,,,34101,,0,,,65,
10/11/2020 21:00,0,4112,32527,33233,3941,0,32523,31326,65.5,53.5
10/11/2020 21:30,0,,,31903,,0,,,66,
10/11/2020 22:00,0,3709,30182,30545,3476,0,30178,29142,58,42
10/11/2020 22:30,0,,,29163,,0,,,58,
10/11/2020 23:00,0,3272,27248,27684,2983,0,27245,25830,56.3,39.9
10/11/2020 23:30,0,,,26280,,0,,,27,
10/12/2020 0:00,0,2829,24022,24493,2466,0,24018,23097,56.2,40.4
10/12/2020 0:30,0,,,23194,,0,,,56.2,
10/12/2020 1:00,0,2237,22229,22311,2085,0,22219,20448,56.5,35
10/12/2020 1:30,0,,,21971,,0,,,56.2,
10/12/2020 2:00,0,2007,22006,22044,1917,0,21999,20044,56.2,40.7
10/12/2020 2:30,0,,,22345,,0,,,57,
10/12/2020 3:00,0,1918,21658,22243,1886,0,21654,19600,56.2,37.6
10/12/2020 3:30,0,,,21874,,0,,,56,
10/12/2020 4:00,0,1962,21103,21671,1927,0,21098,19473,19,36.1
10/12/2020 4:30,0,,,21356,,0,,,26.2,
10/12/2020 5:00,0,2087,20968,21242,2080,0,20964,19617,55,33.4
10/12/2020 5:30,0,,,21518,,0,,,25.5,
10/12/2020 6:00,0,2292,22451,22156,2337,0,22449,21155,56.2,41.2
10/12/2020 6:30,0,,,23245,,0,,,13,
10/12/2020 7:00,0,2589,27523,26060,2715,0,27522,26312,56.2,50.2
10/12/2020 7:30,0,,,28709,,0,,,27,
10/12/2020 8:00,5,2875,32898,31942,3028,6,32894,31405,27,56.8
10/12/2020 8:30,33,,,33673,,33,,,67.8,
10/12/2020 9:00,147,3087,34370,35091,3290,136,34596,32987,72,59.1
10/12/2020 9:30,349,,,35407,,315,,,67.9,
10/12/2020 10:00,584,3346,34862,36171,3442,527,34913,32726,72,54.4
10/12/2020 10:30,843,,,35952,,765,,,72,
10/12/2020 11:00,1069,3513,34621,35972,3444,960,34557,32153,27,50.1
10/12/2020 11:30,1256,,,36263,,1106,,,77.4,
10/12/2020 12:00,1379,3591,34406,36260,3598,1201,34547,31700,77.4,48
10/12/2020 12:30,1435,,,35893,,1243,,,77.4,
10/12/2020 13:00,1425,3600,34758,36098,3637,1227,35099,31563,27.3,46
10/12/2020 13:30,1351,,,36495,,1155,,,25.3,
10/12/2020 14:00,1253,3725,34766,36208,4018,1049,34851,31150,25.4,42.7
10/12/2020 14:30,1132,,,35723,,912,,,25.5,
10/12/2020 15:00,974,4260,34592,35665,4908,779,34689,31117,25.5,43.1
10/12/2020 15:30,785,,,35326,,652,,,25.5,
10/12/2020 16:00,618,4849,35224,35234,5635,538,35248,31433,66.2,42.3
10/12/2020 16:30,477,,,35612,,437,,,64.8,
10/12/2020 17:00,343,5117,36835,36465,6253,338,36836,33874,26,50
10/12/2020 17:30,215,,,37314,,242,,,71,
10/12/2020 18:00,121,5243,38470,38166,6622,151,38469,35759,75.7,60.8
10/12/2020 18:30,61,,,38670,,66,,,25.7,
10/12/2020 19:00,23,5456,39177,38912,6592,16,39177,36321,25.7,73.2
10/12/2020 19:30,5,,,39435,,3,,,25,
10/12/2020 20:00,0,5636,38075,38243,6456,0,38076,36407,25.7,67
10/12/2020 20:30,0,,,36676,,0,,,26,
10/12/2020 21:00,0,5719,35380,35215,6391,0,35381,34663,26.1,44.7
10/12/2020 21:30,0,,,33698,,0,,,26,
10/12/2020 22:00,0,5801,32003,32123,6253,0,32005,31745,26.1,41.5
10/12/2020 22:30,0,,,30308,,0,,,26,
10/12/2020 23:00,0,5762,27960,28447,5955,0,27962,27622,58.4,34
10/12/2020 23:30,0,,,26621,,0,,,59.5,
10/13/2020 0:00,0,5545,24235,24821,5589,0,24236,24016,26.3,40.4
10/13/2020 0:30,0,,,23603,,0,,,23.8,
10/13/2020 1:00,0,5852,21929,22538,7279,0,21947,21722,58.4,36.9
10/13/2020 1:30,0,,,22101,,0,,,57,
10/13/2020 2:00,0,5546,21695,22116,6909,0,21713,21307,24.9,41
10/13/2020 2:30,0,,,22496,,0,,,24.9,
10/13/2020 3:00,0,5378,21490,22457,6470,0,21509,20744,24.9,41.7
10/13/2020 3:30,0,,,22230,,0,,,56.9,
10/13/2020 4:00,0,5349,21260,21942,5903,0,21280,20572,57,36
10/13/2020 4:30,0,,,21612,,0,,,27.4,
10/13/2020 5:00,0,5291,21317,21587,5481,0,21338,20521,29.2,33.6
10/13/2020 5:30,0,,,21724,,0,,,29.9,
10/13/2020 6:00,0,5196,22663,22397,5365,0,22683,21896,63,43.6
10/13/2020 6:30,0,,,23368,,0,,,60,
10/13/2020 7:00,0,5227,27560,26034,5473,0,27575,26706,64,51.2
10/13/2020 7:30,0,,,28589,,0,,,57.8,
10/13/2020 8:00,11,5423,32994,31634,5727,13,33009,31918,74.2,62
10/13/2020 8:30,72,,,33126,,84,,,76.3,
10/13/2020 9:00,339,5655,34155,34244,6108,401,34622,33651,74,59.4
10/13/2020 9:30,813,,,34178,,962,,,74,
10/13/2020 10:00,1322,5964,34009,34384,6455,1562,34575,33453,74,55
10/13/2020 10:30,1843,,,34119,,2172,,,65.5,
10/13/2020 11:00,2271,6523,33008,33537,6719,2652,33635,32825,70,47.7
10/13/2020 11:30,2596,,,33421,,2994,,,74,
10/13/2020 12:00,2816,7316,32981,33335,6977,3239,33675,32333,65.5,43
10/13/2020 12:30,2930,,,33252,,3391,,,35.1,
10/13/2020 13:00,2959,7911,33617,33603,7359,3437,33971,32156,34,39.5
10/13/2020 13:30,2908,,,33638,,3430,,,33.5,
10/13/2020 14:00,2799,8226,33586,33341,7795,3343,33788,31800,43.8,37.8
10/13/2020 14:30,2636,,,33111,,3194,,,44.8,
10/13/2020 15:00,2425,8520,33282,33047,8122,2945,33538,31767,43.6,38.3
10/13/2020 15:30,2169,,,32800,,2597,,,41.6,
10/13/2020 16:00,1865,8783,33550,33099,8405,2201,33729,32165,44.8,40.4
10/13/2020 16:30,1515,,,33715,,1763,,,44.7,
10/13/2020 17:00,1131,8968,35067,34843,8728,1295,35093,34624,53.5,47.1
10/13/2020 17:30,722,,,35938,,808,,,56.9,
10/13/2020 18:00,385,9041,36779,37161,8985,418,36810,36488,73.5,52.3
10/13/2020 18:30,131,,,37590,,138,,,73.5,
10/13/2020 19:00,8,9043,38287,37851,9199,6,38310,36982,82,67.1
10/13/2020 19:30,0,,,38083,,0,,,82,
10/13/2020 20:00,0,8994,37483,37454,9330,0,37501,36689,73.5,60
10/13/2020 20:30,0,,,36573,,0,,,28,
10/13/2020 21:00,0,8883,34852,35105,9306,0,34868,34945,73.5,45.8
10/13/2020 21:30,0,,,33156,,0,,,28,
10/13/2020 22:00,0,8702,31462,31662,9177,0,31476,31717,46.7,44.4
10/13/2020 22:30,0,,,29936,,0,,,27.1,
10/13/2020 23:00,0,8355,27406,27893,8780,0,27422,28084,2.5,36.9
10/13/2020 23:30,0,,,26002,,0,,,2.2,
10/14/2020 0:00,0,7849,23733,24238,8108,0,23750,24479,1,37
10/14/2020 0:30,0,,,22875,,0,,,8.77,
10/14/2020 1:00,0,8111,22309,21942,8246,0,22312,22084,54,30.4
10/14/2020 1:30,0,,,21631,,0,,,54,
10/14/2020 2:00,0,7747,22159,21612,7948,0,22167,21664,28.7,33.2
10/14/2020 2:30,0,,,21838,,0,,,53,
10/14/2020 3:00,0,7340,21906,21750,7592,0,21920,21101,53,36.1
10/14/2020 3:30,0,,,21443,,0,,,25.5,
10/14/2020 4:00,0,6879,21248,21222,7167,0,21257,20880,32,30.6
10/14/2020 4:30,0,,,21120,,0,,,31.3,
10/14/2020 5:00,0,6603,21069,21064,6837,0,21076,20829,28.3,32.1
10/14/2020 5:30,0,,,21083,,0,,,28.3,
10/14/2020 6:00,0,6598,22322,21831,6615,0,22326,22162,33.9,38.1
10/14/2020 6:30,0,,,22918,,0,,,32.2,
10/14/2020 7:00,0,6638,27178,25676,6493,0,27177,27158,54,46.1
10/14/2020 7:30,0,,,28344,,0,,,54,
10/14/2020 8:00,19,6589,32540,31695,6464,18,32533,32175,28,51.7
10/14/2020 8:30,115,,,33258,,108,,,66.5,
10/14/2020 9:00,502,6396,33939,33724,6443,479,34228,33874,69,57.9
10/14/2020 9:30,1182,,,33527,,1134,,,66.5,
10/14/2020 10:00,1948,6164,33899,33949,6341,1896,33961,33676,28.1,51.8
10/14/2020 10:30,2765,,,33559,,2733,,,28.1,
10/14/2020 11:00,3434,6024,32941,32511,6209,3410,33226,33033,64.5,47.3
10/14/2020 11:30,3939,,,32097,,3907,,,57.5,
10/14/2020 12:00,4304,5845,32664,31657,6023,4247,32707,32541,64.5,44.3
10/14/2020 12:30,4532,,,31192,,4431,,,64.5,
10/14/2020 13:00,4604,5533,32523,31225,5683,4480,32558,32364,64.5,41.8
10/14/2020 13:30,4604,,,31345,,4418,,,64.5,
10/14/2020 14:00,4495,5130,32310,31211,5308,4276,32338,32008,57.5,38.2
10/14/2020 14:30,4266,,,31266,,4059,,,57.5,
10/14/2020 15:00,3896,4893,31577,31530,5133,3705,31860,31946,57.2,38.4
10/14/2020 15:30,3390,,,31587,,3216,,,64.4,
10/14/2020 16:00,2821,5003,32408,31722,5200,2676,32545,32415,29.2,39.1
10/14/2020 16:30,2201,,,32683,,2098,,,71.6,
10/14/2020 17:00,1615,5335,34920,33406,5412,1544,34936,35000,71.6,43
10/14/2020 17:30,1073,,,34847,,1023,,,95.7,
10/14/2020 18:00,596,5780,36896,36415,5706,565,36913,36864,95.7,55
10/14/2020 18:30,194,,,37331,,184,,,95.7,
10/14/2020 19:00,7,6248,39018,38272,6104,7,39032,37359,29.5,74.6
10/14/2020 19:30,0,,,38951,,0,,,81,
10/14/2020 20:00,0,6634,37887,38424,6490,0,37889,36767,84.7,59.9
10/14/2020 20:30,0,,,37341,,0,,,73.2,
10/14/2020 21:00,0,6773,35386,36061,6667,0,35389,35023,29.5,45
10/14/2020 21:30,0,,,34343,,0,,,29.5,
10/14/2020 22:00,0,6605,32235,32726,6588,0,32237,31755,29.5,44.9
10/14/2020 22:30,0,,,30742,,0,,,29.6,
10/14/2020 23:00,0,6298,28428,28814,6340,0,28433,28090,29.6,39.4
10/14/2020 23:30,0,,,26773,,0,,,13,
10/15/2020 0:00,0,5934,24963,24907,5955,0,24973,24568,29.6,38.5
10/15/2020 0:30,0,,,23642,,0,,,26.4,
10/15/2020 1:00,0,5590,22838,22625,5703,0,22834,22129,22.2,35.2
10/15/2020 1:30,0,,,22083,,0,,,14,
10/15/2020 2:00,0,5327,22663,22176,5364,0,22656,21686,13.1,37.9
10/15/2020 2:30,0,,,22620,,0,,,14,
10/15/2020 3:00,0,5105,22401,22533,5161,0,22394,21051,53.9,37.9
10/15/2020 3:30,0,,,22310,,0,,,53.5,
10/15/2020 4:00,0,4993,22061,21973,5110,0,22054,20820,53,34.3
10/15/2020 4:30,0,,,21753,,0,,,52.5,
10/15/2020 5:00,0,4976,21992,21685,5105,0,21984,20769,52.9,34.1
10/15/2020 5:30,0,,,21957,,0,,,53,
10/15/2020 6:00,0,4907,23267,22625,5049,0,23259,22085,54,40.3
10/15/2020 6:30,0,,,23684,,0,,,27.3,
10/15/2020 7:00,0,4802,28089,26431,4961,0,28083,27060,28,45.1
10/15/2020 7:30,0,,,29210,,0,,,54,
10/15/2020 8:00,6,4709,33604,32721,4900,5,33598,32024,29.3,47.3
10/15/2020 8:30,68,,,34591,,64,,,53,
10/15/2020 9:00,432,4565,34841,35209,4739,441,34930,33723,73.8,53.7
10/15/2020 9:30,1099,,,34946,,1134,,,67.7,
10/15/2020 10:00,1851,4362,34547,34910,4458,1880,34714,33490,73.8,50.1
10/15/2020 10:30,2655,,,34335,,2649,,,58,
10/15/2020 11:00,3343,4159,33520,33304,4190,3350,33183,32852,60,47.1
10/15/2020 11:30,3897,,,32823,,3964,,,13,
10/15/2020 12:00,4285,3998,33011,32778,3923,4379,32214,32360,13,43.6
10/15/2020 12:30,4505,,,32369,,4590,,,60,
10/15/2020 13:00,4567,3862,32836,32648,3709,4645,31995,32142,59.5,42.9
10/15/2020 13:30,4517,,,32521,,4568,,,13,
10/15/2020 14:00,4353,3723,32477,32609,3613,4417,32011,31767,57.5,40.9
10/15/2020 14:30,4095,,,32197,,4196,,,57.5,
10/15/2020 15:00,3758,3635,31807,32120,3606,3842,31840,31705,57,41
10/15/2020 15:30,3343,,,32370,,3356,,,69,
10/15/2020 16:00,2820,3658,32686,32639,3671,2795,32720,32173,30.4,41.7
10/15/2020 16:30,2199,,,33509,,2174,,,30.4,
10/15/2020 17:00,1597,3756,35104,34714,3820,1588,35094,34759,30.4,43.3
10/15/2020 17:30,1029,,,36202,,1047,,,30.4,
10/15/2020 18:00,548,3912,37540,37608,4055,570,37528,36622,30.5,61.3
10/15/2020 18:30,167,,,38254,,170,,,104,
10/15/2020 19:00,3,4101,39943,38657,4297,2,39926,37117,104,98.3
10/15/2020 19:30,0,,,39247,,0,,,109,
10/15/2020 20:00,0,4199,38586,38626,4385,0,38582,36525,102,73.3
10/15/2020 20:30,0,,,37788,,0,,,88.8,
10/15/2020 21:00,0,4124,36122,36729,4300,0,36113,34793,30.6,54
10/15/2020 21:30,0,,,35080,,0,,,31.2,
10/15/2020 22:00,0,3916,32865,33377,4101,0,32857,31525,68,42
10/15/2020 22:30,0,,,31523,,0,,,30.9,
10/15/2020 23:00,0,3648,28925,29584,3788,0,28922,27980,60,37.9
10/15/2020 23:30,0,,,27719,,0,,,20,
10/16/2020 0:00,0,3317,25438,25815,3462,0,25433,24510,2,41.1
10/16/2020 0:30,0,,,24277,,0,,,20,
10/16/2020 1:00,0,2941,23426,23344,2536,0,23436,22277,3.85,35.7
10/16/2020 1:30,0,,,22904,,0,,,22.1,
10/16/2020 2:00,0,2687,23150,22805,2281,0,23161,21812,53,35.7
10/16/2020 2:30,0,,,23207,,0,,,53.5,
10/16/2020 3:00,0,2581,22782,23240,2187,0,22795,21170,53.9,35
10/16/2020 3:30,0,,,23064,,0,,,53,
10/16/2020 4:00,0,2508,22310,22711,2198,0,22321,20884,52,31.8
10/16/2020 4:30,0,,,22546,,0,,,20.1,
10/16/2020 5:00,0,2508,22198,22468,2260,0,22209,20794,20.2,33.4
10/16/2020 5:30,0,,,22415,,0,,,20.2,
10/16/2020 6:00,0,2503,23373,23033,2305,0,23384,21999,52,41.5
10/16/2020 6:30,0,,,24150,,0,,,55,
10/16/2020 7:00,0,2441,27843,26589,2384,0,27854,26511,68,49.9
10/16/2020 7:30,0,,,29270,,0,,,30.4,
10/16/2020 8:00,0,2380,33116,32810,2510,0,33128,31476,30.4,62.7
10/16/2020 8:30,25,,,34495,,33,,,32.2,
10/16/2020 9:00,294,2257,34676,35741,2479,316,34803,33096,30.5,64.5
10/16/2020 9:30,815,,,35903,,854,,,13,
10/16/2020 10:00,1404,2055,34764,36090,2274,1468,34816,33211,72,62.2
10/16/2020 10:30,2035,,,35722,,2132,,,67.5,
10/16/2020 11:00,2596,1937,33820,35132,2106,2724,33816,32573,67,58
10/16/2020 11:30,3070,,,34756,,3223,,,32,
10/16/2020 12:00,3388,1856,32833,34379,1938,3559,33112,32081,13,53.4
10/16/2020 12:30,3549,,,34059,,3731,,,32,
10/16/2020 13:00,3603,1740,32423,34282,1739,3793,32838,31762,13,50
10/16/2020 13:30,3603,,,33976,,3793,,,32.5,
10/16/2020 14:00,3553,1616,32140,33897,1587,3744,32432,31290,55,43
10/16/2020 14:30,3396,,,33569,,3586,,,52.5,
10/16/2020 15:00,3114,1505,31924,33585,1527,3296,32140,31020,52.5,41.7
10/16/2020 15:30,2709,,,33463,,2874,,,52.5,
10/16/2020 16:00,2250,1439,32502,33429,1528,2376,32639,31311,52.5,44.3
10/16/2020 16:30,1747,,,34061,,1814,,,52.5,
10/16/2020 17:00,1244,1417,34110,34970,1573,1272,34121,33641,65,52.9
10/16/2020 17:30,752,,,35782,,766,,,65,
10/16/2020 18:00,376,1512,36161,36662,1668,380,36171,35432,75,90.5
10/16/2020 18:30,124,,,37229,,120,,,67,
10/16/2020 19:00,6,1793,38162,38175,1854,4,38171,35991,80,183
10/16/2020 19:30,0,,,38330,,0,,,85,
10/16/2020 20:00,0,2113,37005,37259,2142,0,37016,35368,75,91.1
10/16/2020 20:30,0,,,36515,,0,,,33.3,
10/16/2020 21:00,0,2286,34607,35130,2323,0,34616,33690,32.8,57.1
10/16/2020 21:30,0,,,33697,,0,,,13,
10/16/2020 22:00,0,2241,31418,32147,2271,0,31425,30561,62,45
10/16/2020 22:30,0,,,30430,,0,,,60,
10/16/2020 23:00,0,2030,27948,28799,2067,0,27955,27160,33,41
10/16/2020 23:30,0,,,27154,,0,,,33,
10/17/2020 0:00,0,1820,24833,25614,1839,0,24838,23930,55,46.1
10/17/2020 0:30,0,,,24165,,0,,,55,
10/17/2020 1:00,0,1739,22978,23158,1514,0,22990,22025,34.8,41.1
10/17/2020 1:30,0,,,22567,,0,,,34.8,
10/17/2020 2:00,0,1606,22519,22447,1513,0,22532,21404,32.6,40.6
10/17/2020 2:30,0,,,22712,,0,,,53.5,
10/17/2020 3:00,0,1554,21942,22510,1605,0,21959,20550,30.9,40.5
10/17/2020 3:30,0,,,22057,,0,,,31.2,
10/17/2020 4:00,0,1618,21356,21732,1682,0,21372,19939,33,37.6
10/17/2020 4:30,0,,,21465,,0,,,29.7,
10/17/2020 5:00,0,1707,21098,21400,1717,0,21114,19755,31.4,37
10/17/2020 5:30,0,,,21169,,0,,,52.5,
10/17/2020 6:00,0,1749,21615,21391,1769,0,21632,20258,31.9,37
10/17/2020 6:30,0,,,21790,,0,,,30.9,
10/17/2020 7:00,0,1762,23501,22954,1772,0,23519,22268,24.1,41.1
10/17/2020 7:30,0,,,24260,,0,,,29.6,
10/17/2020 8:00,0,1769,26923,25886,1743,0,26944,25381,25,43.1
10/17/2020 8:30,6,,,27097,,8,,,53.5,
10/17/2020 9:00,138,1687,29297,28723,1742,152,29471,27543,61.5,47.2
10/17/2020 9:30,420,,,29805,,455,,,64.9,
10/17/2020 10:00,770,1571,30731,30858,1668,835,30832,28748,59.5,52
10/17/2020 10:30,1175,,,31085,,1281,,,64.9,
10/17/2020 11:00,1569,1555,30410,31312,1608,1706,30614,28694,53.3,57
10/17/2020 11:30,1938,,,31316,,2097,,,30.5,
10/17/2020 12:00,2196,1566,29926,31288,1652,2411,30094,28232,59.5,52
10/17/2020 12:30,2340,,,31124,,2640,,,13,
10/17/2020 13:00,2385,1522,29687,31266,1668,2716,29794,27899,59.5,53.4
10/17/2020 13:30,2385,,,31080,,2715,,,59.5,
10/17/2020 14:00,2333,1503,29331,30615,1722,2608,29377,27583,30.4,43.4
10/17/2020 14:30,2230,,,30416,,2427,,,59.5,
10/17/2020 15:00,2052,1513,28803,30141,1810,2194,29056,27465,59.5,40.6
10/17/2020 15:30,1797,,,29917,,1912,,,59.5,
10/17/2020 16:00,1496,1550,29624,30291,1882,1587,29728,27891,57.9,40.5
10/17/2020 16:30,1154,,,30730,,1221,,,3.85,
10/17/2020 17:00,789,1630,31452,31776,1965,835,31467,30551,6.47,44
10/17/2020 17:30,414,,,33052,,442,,,67,
10/17/2020 18:00,166,1730,33626,34385,2090,178,33639,32590,69,60
10/17/2020 18:30,51,,,35297,,49,,,67,
10/17/2020 19:00,2,1874,35390,35811,2325,1,35411,33149,66.5,82
10/17/2020 19:30,0,,,36155,,0,,,67,
10/17/2020 20:00,0,2025,34165,35480,2521,0,34180,32763,66.5,63
10/17/2020 20:30,0,,,34334,,0,,,66.5,
10/17/2020 21:00,0,2116,32170,32967,2546,0,32184,31539,32,44
10/17/2020 21:30,0,,,31628,,0,,,64,
10/17/2020 22:00,0,2122,29707,30338,2426,0,29723,28852,66.5,45.4
10/17/2020 22:30,0,,,28928,,0,,,57,
10/17/2020 23:00,0,2051,26958,27508,2238,0,26975,25626,53.8,43.9
10/17/2020 23:30,0,,,26244,,0,,,53.8,
10/18/2020 0:00,0,1977,24077,24803,2035,0,24095,22995,32.2,53.9
10/18/2020 0:30,0,,,23519,,0,,,53.8,
10/18/2020 1:00,0,1400,22895,22444,1397,0,22903,21261,32.6,42.5
10/18/2020 1:30,0,,,21931,,0,,,32.4,
10/18/2020 2:00,0,1337,22447,21871,1293,0,22456,20666,53.8,41
10/18/2020 2:30,0,,,22141,,0,,,53.8,
10/18/2020 3:00,0,1305,21783,22039,1214,0,21797,19821,53.8,41
10/18/2020 3:30,0,,,21592,,0,,,53.8,
10/18/2020 4:00,0,1376,21040,21214,1222,0,21052,19183,53.8,36.7
10/18/2020 4:30,0,,,21002,,0,,,53.8,
10/18/2020 5:00,0,1477,20723,20645,1333,0,20733,18739,53.8,38
10/18/2020 5:30,0,,,20597,,0,,,30.3,
10/18/2020 6:00,0,1502,20878,20642,1432,0,20889,19184,33.3,39.1
10/18/2020 6:30,0,,,20954,,0,,,53.8,
10/18/2020 7:00,0,1477,22062,22035,1384,0,22073,20628,58.8,39.9
10/18/2020 7:30,0,,,22776,,0,,,57,
10/18/2020 8:00,0,1335,24455,23966,1222,0,24465,22876,15.3,40
10/18/2020 8:30,7,,,25091,,12,,,27,
10/18/2020 9:00,172,1081,26873,26469,1063,186,26969,25050,60,39.8
10/18/2020 9:30,518,,,27716,,537,,,57.5,
10/18/2020 10:00,931,906,29043,29400,973,963,29120,26412,27,48.6
10/18/2020 10:30,1400,,,30207,,1449,,,57.5,
10/18/2020 11:00,1888,866,29956,30642,918,1929,30076,27209,60,49.9
10/18/2020 11:30,2380,,,31043,,2392,,,65,
10/18/2020 12:00,2747,866,30143,31408,865,2766,30173,27587,66.9,49.1
10/18/2020 12:30,2980,,,31567,,3043,,,67,
10/18/2020 13:00,3091,854,29872,31859,849,3204,29930,27551,66.9,51.7
10/18/2020 13:30,3091,,,31793,,3241,,,66.9,
10/18/2020 14:00,3052,809,29355,31645,889,3208,29424,27336,66.5,52
10/18/2020 14:30,2917,,,31379,,3081,,,58.4,
10/18/2020 15:00,2636,782,29085,31232,916,2825,29281,27425,57.5,48
10/18/2020 15:30,2216,,,31553,,2447,,,57.5,
10/18/2020 16:00,1813,792,29950,32012,899,2022,30072,27926,58.4,42
10/18/2020 16:30,1436,,,32334,,1562,,,57.5,
10/18/2020 17:00,1025,836,32113,33544,907,1094,32130,30896,69,50.9
10/18/2020 17:30,589,,,34823,,632,,,73,
10/18/2020 18:00,270,964,34259,35814,993,295,34275,32998,74.3,65
10/18/2020 18:30,78,,,36579,,90,,,74.5,
10/18/2020 19:00,1,1164,36462,37171,1151,3,36477,33587,75,79.9
10/18/2020 19:30,0,,,36905,,0,,,74.3,
10/18/2020 20:00,0,1420,34756,36243,1355,0,34770,33209,29,66.8
10/18/2020 20:30,0,,,34843,,0,,,28.2,
10/18/2020 21:00,0,1698,32611,33587,1607,0,32625,31986,28.1,44.9
10/18/2020 21:30,0,,,32014,,0,,,27,
10/18/2020 22:00,0,1930,29984,30686,1892,0,29999,29380,28.1,47.6
10/18/2020 22:30,0,,,28883,,0,,,59,
10/18/2020 23:00,0,2141,26810,27075,2194,0,26824,25974,56.9,42.4
10/18/2020 23:30,0,,,25457,,0,,,29.1,
10/19/2020 0:00,0,2417,23594,23735,2434,0,23608,23232,56.9,56.3
10/19/2020 0:30,0,,,22476,,0,,,56.9,
10/19/2020 1:00,0,3095,22089,21782,3143,0,22132,21235,56.5,38.6
10/19/2020 1:30,0,,,21294,,0,,,29.8,
10/19/2020 2:00,0,3408,21765,21401,3505,0,21804,20822,55.9,40
10/19/2020 2:30,0,,,21789,,0,,,55.9,
10/19/2020 3:00,0,3829,21527,21720,3833,0,21562,20378,55.9,35.6
10/19/2020 3:30,0,,,21321,,0,,,55.9,
10/19/2020 4:00,0,4247,21137,21074,4176,0,21169,20161,55.9,31.4
10/19/2020 4:30,0,,,20757,,0,,,55.9,
10/19/2020 5:00,0,4622,20848,20577,4523,0,20874,20191,55.9,32.4
10/19/2020 5:30,0,,,20515,,0,,,55.9,
10/19/2020 6:00,0,4943,22151,21170,4928,0,22172,21728,15,45.3
